num_samples_original,num_features_original,num_samples_after_preprocessing,num_features_after_preprocessing,num_classes,binary_features,categorical_features,numeric_features,class_imbalance,variance_explained,avg_feature_correlation,max_correlation,intrinsic_dimensionality,pca_variance,outlier_fraction,linear_performance,nonlinear_performance,tree_performance
898.0,38.0,898.0,38.0,5.0,7.0,25.0,6.0,0.976878612716763,0.4457537910180766,0.0359575213679462,0.7954042308145995,5.875686931915199,1.0,0.0155608955573789,0.9239933496750472,0.6001693871166526,0.9501935741221436
3196.0,36.0,3196.0,36.0,2.0,35.0,1.0,0.0,0.0444305381727158,0.3768194584250236,0.0379826287884038,0.6595295378023552,9.99078207844274,24.0,0.0118811709080795,0.9489894404801434,0.7696654979957464,0.9724415894135504
57.0,16.0,57.0,16.0,2.0,3.0,5.0,8.0,0.2982456140350877,0.6232638757760303,0.0742678914105643,0.654592038776665,13.431049732363707,11.0,0.0054824561403508,0.8162492256339006,0.8846806023711983,0.7851645020480834
452.0,279.0,452.0,279.0,13.0,66.0,9.0,204.0,0.9838056680161944,0.3631806955246113,0.0398028869615182,1.0000000000000002,39.26959169636012,38.0,0.0121086687601103,0.9144618641441058,0.8175707360997982,0.863764396919359
20000.0,16.0,20000.0,16.0,26.0,0.0,0.0,16.0,0.0510665804783451,0.6964221863827467,0.086944620401471,0.8527926215631488,9.7694870507485,12.0,0.0065375,0.5170021659421294,0.7503217953236305,0.8277419300013119
205.0,25.0,205.0,25.0,6.0,4.0,6.0,15.0,0.9142857142857144,0.5283675103623684,0.0722301932337507,0.9694567265344172,6.811208005577019,1.0,0.0257994579945799,0.7185862392891195,0.4263844130113881,0.6681642178890304
148.0,18.0,148.0,18.0,4.0,9.0,6.0,3.0,0.9518072289156626,0.5844457397186217,0.078053128676403,0.5914969158292407,14.517798797794436,11.0,0.0075075075075075,0.89352178032258,0.8787579794136317,0.9019665951002928
625.0,4.0,625.0,4.0,3.0,0.0,0.0,4.0,0.7091988130563799,1.0000000000000002,0.0321126981829457,0.3555889892287115,4.0,4.0,0.0,0.7395343431017999,0.770872575006926,0.8021494335537631
2000.0,216.0,2000.0,216.0,10.0,0.0,0.0,216.0,0.0,0.6003570698988067,0.1112764660011093,1.0,15.130280701793628,12.0,0.0017037037037037,0.9786986870007786,0.9271839660971116,0.950984211095268
286.0,9.0,286.0,9.0,2.0,3.0,6.0,0.0,0.4055944055944056,0.4574470310078637,0.0352964201572542,0.7226979167992162,8.386980679319509,10.0,0.0154582259845417,0.5674714216840435,0.5961009257100233,0.660842922962868
2000.0,76.0,2000.0,76.0,10.0,0.0,0.0,76.0,0.0,0.3073178528127766,0.0572537911293203,0.5477615921204366,21.49475293366469,50.0,0.0047960526315789,0.7740322811017822,0.7946437892202153,0.8044864624277989
699.0,9.0,699.0,9.0,2.0,0.0,0.0,9.0,0.3104434907010014,0.8893918939062624,0.2657637260481103,0.9057802350267588,9.0,7.0,0.0098553489111429,0.9391702639391512,0.9606147991694706,0.9688209061052788
2000.0,64.0,2000.0,64.0,10.0,0.0,0.0,64.0,0.0,0.2946721755270077,0.0488027183569072,0.5043465458930922,22.7192249438571,36.0,0.0025625,0.926966120436813,0.9400278792851334,0.9416642368052348
2000.0,6.0,2000.0,6.0,10.0,0.0,0.0,6.0,0.0,0.997670011169508,0.2507751021854548,0.9506435549274996,5.805178624955465,1.0,0.00075,0.5442016872452915,0.4027114653079676,0.7127677092515814
2000.0,240.0,2000.0,240.0,10.0,0.0,240.0,0.0,0.0,0.4298276535306032,0.0764358205866584,0.9235150484957472,21.46742602125524,88.0,0.0010354166666666,0.935346946234224,0.926038445358369,0.956636250709434
2000.0,47.0,2000.0,47.0,10.0,0.0,0.0,47.0,0.0,0.6537601961727411,0.1114405781110455,0.9978422697825948,14.79710828205878,13.0,0.0076170212765957,0.7946360017607477,0.7805143480011235,0.7578009749790446
1473.0,9.0,1473.0,9.0,3.0,3.0,4.0,2.0,0.3076923076923076,0.7839273380281843,0.0786945066755617,0.6157784054648964,8.015219796165532,2.0,0.0095798446103945,0.4641917453512333,0.5047628459074809,0.5279939050285721
8124.0,22.0,8124.0,22.0,2.0,5.0,17.0,0.0,0.0359428852781881,0.4926315026272887,0.0483614267961163,0.9198529099457704,5.260151910798568,12.0,0.0147218119153126,0.9689939675641522,0.8950313103984443,0.9963812259360022
368.0,26.0,368.0,26.0,2.0,4.0,15.0,7.0,0.3260869565217391,0.2972530337741442,0.0167169095536152,0.6846882458828583,16.561130782558596,4.0,0.0109007996001999,0.73485368911641,0.694251290678884,0.8327253322102578
12960.0,8.0,12960.0,8.0,5.0,1.0,7.0,0.0,0.999074502545118,0.6173410780199788,0.0034496296311516,0.1025355075570745,8.0,7.0,0.0,0.6120749598899785,0.8501338621055817,0.947802251846647
368.0,22.0,368.0,22.0,2.0,2.0,13.0,7.0,0.2608695652173912,0.4455634096439436,0.0514479883600616,0.4629462265801533,17.60003835919685,4.0,0.011240118577075,0.7538650093219031,0.7286317686372911,0.8442530601666928
5620.0,64.0,5620.0,64.0,10.0,3.0,0.0,61.0,0.0159857904085257,0.4650193467110142,0.0611780366386115,0.9267044952697324,17.140980811238883,29.0,0.0068727758007117,0.9453524960028656,0.9331066026909252,0.9634412721278276
690.0,15.0,690.0,15.0,2.0,4.0,5.0,6.0,0.1101449275362319,0.3776887112930023,0.0338760333489507,0.9275702702158708,10.087763133053194,1.0,0.0316156736446591,0.8323895055595057,0.6437251552180262,0.8659953953231695
5473.0,10.0,5473.0,10.0,5.0,0.0,0.0,10.0,0.9886662618903056,0.9490915498623436,0.1713881091205678,0.953321984750594,6.848012645618831,2.0,0.014763383884524,0.8052335323060404,0.5376906186462327,0.9334173679430756
1000.0,20.0,1000.0,20.0,2.0,3.0,11.0,6.0,0.4,0.3310445336255302,0.0293020502694559,0.6301677332476067,16.15859197244951,1.0,0.0114482758620689,0.6194143063907509,0.5675762049748437,0.6886131470215865
10992.0,16.0,10992.0,16.0,10.0,0.0,0.0,16.0,0.0404729422464757,0.8003296294318867,0.1273032498400305,0.8574803832661821,10.165178543429446,9.0,0.0015522652838427,0.8788365470287998,0.922768012429356,0.9638678165849018
90.0,8.0,90.0,8.0,3.0,2.0,6.0,0.0,0.9393939393939394,0.760924157854111,0.0450748754345895,0.2450632754910419,8.0,7.0,0.0125,0.5526590696785204,0.5280951253886889,0.5015487019414477
366.0,34.0,366.0,34.0,6.0,1.0,32.0,1.0,0.6969696969696969,0.6404864447207349,0.1114496080688629,0.949014992953364,15.337493447926509,3.0,0.011491481838637,0.9628259640942102,0.9393692809853286,0.97308014857027
2310.0,19.0,2310.0,19.0,7.0,0.0,0.0,19.0,0.0,0.7975253529434831,0.1253148434588206,0.9986420908105956,6.977500433134559,4.0,0.0056277056277056,0.8586618287154649,0.8402295959823919,0.940121676721346
768.0,8.0,768.0,8.0,2.0,0.0,0.0,8.0,0.3020833333333333,0.817299923769867,0.0758332889376094,0.5483476212941928,8.0,2.0,0.01513671875,0.6780316552226228,0.7250207755132051,0.7256277578040633
3772.0,29.0,3772.0,29.0,2.0,20.0,3.0,6.0,0.8775185577942737,0.4460423252900226,0.0300595179394549,0.99717651930184,8.161957735183622,4.0,0.020313014224595,0.8411229383205194,0.7511068455617558,0.910928072884126
336.0,7.0,336.0,7.0,8.0,2.0,0.0,5.0,0.9724137931034482,0.9808695634200836,0.0510170078012329,0.8502149288551565,7.0,5.0,0.0063775510204081,0.7944444287126808,0.865350807843618,0.8771684797125673
208.0,60.0,208.0,60.0,2.0,0.0,0.0,60.0,0.0673076923076922,0.5664685889689685,0.1120039205395356,0.926206717971563,16.818048155608587,17.0,0.0089743589743589,0.7511718926933124,0.7451115997489306,0.8167908819655838
214.0,9.0,214.0,9.0,6.0,0.0,0.0,9.0,0.788235294117647,0.9027772977459316,0.1084280525122199,0.7913999689273138,8.175933689283017,5.0,0.0171339563862928,0.6880233991601988,0.5027261146693229,0.7554437453178352
683.0,35.0,683.0,35.0,19.0,16.0,19.0,0.0,0.84,0.5611153552352652,0.0967417744787104,0.9510378574329512,6.780734188775629,19.0,0.0081572892700271,0.9282381400031232,0.9355954623564544,0.9511490795322658
306.0,3.0,306.0,3.0,2.0,0.0,1.0,2.0,0.4705882352941176,0.4650161193402199,0.0319057244960518,0.1116156513096724,2.941488334958964,2.0,0.0613373554550025,0.5523471281069607,0.6227154992899083,0.629344263259156
4601.0,57.0,4601.0,57.0,2.0,0.0,0.0,57.0,0.2119104542490763,0.3168817850677429,0.0322910151220059,0.8010721679894632,9.660675918084342,2.0,0.0157631636143172,0.8922960664863994,0.6837307816079347,0.9283933206386528
3190.0,60.0,3190.0,60.0,3.0,0.0,60.0,0.0,0.3666391412056152,0.1317254309529704,0.0111312821621849,0.1360282376742557,35.15963250164704,55.0,0.0,0.7613791143280252,0.7768067531837713,0.9318045569593952
151.0,5.0,151.0,5.0,3.0,2.0,0.0,3.0,0.0297029702970297,1.0,0.0710836397291233,0.312513950222477,4.126694665349858,3.0,0.0,0.4464826897995445,0.4491762276193334,0.4789066753945382
303.0,13.0,303.0,13.0,2.0,3.0,4.0,6.0,0.0891089108910891,0.5951065668724367,0.062774622549382,0.5761729941069509,13.0,3.0,0.0068545316070068,0.8056938916429378,0.7677349657720383,0.8270105419805246
958.0,9.0,958.0,9.0,2.0,0.0,9.0,0.0,0.3068893528183716,0.6551751376765085,0.0359030796103822,0.1755978929917327,9.0,9.0,0.0,0.5435906547017625,0.6996472923217695,0.8834750977952982
294.0,13.0,294.0,13.0,2.0,3.0,4.0,6.0,0.2789115646258503,0.6107612483836938,0.0419347631035936,0.5339105033147123,11.83512058247051,3.0,0.0125588697017268,0.7709180870707116,0.7329051910099119,0.8095009662419786
270.0,13.0,270.0,13.0,2.0,3.0,0.0,10.0,0.1111111111111111,0.6226789029439055,0.0736948931473156,0.6097701634597502,13.0,3.0,0.0025641025641025,0.8206610326928715,0.7665099179539828,0.822182083484131
846.0,18.0,846.0,18.0,4.0,0.0,0.0,18.0,0.0455635491606715,0.9006463840793029,0.2008043125796524,0.9964451755962808,10.411313660980856,1.0,0.0028894142369319,0.7430125936225974,0.5397981107280748,0.7081510535493415
155.0,19.0,155.0,19.0,2.0,13.0,0.0,6.0,0.5870967741935483,0.5398751575003167,0.0678790075870726,0.5854585999536579,15.960488129204055,2.0,0.0037351443123938,0.761582996055027,0.7277503995024369,0.7572056080587788
435.0,16.0,435.0,16.0,2.0,16.0,0.0,0.0,0.2275862068965516,0.725375641946862,0.1712097101291477,0.8285604501437384,10.167711090768584,13.0,0.0,0.9402337150467815,0.9320724374531644,0.947161930472009
3772.0,29.0,3772.0,29.0,4.0,20.0,3.0,6.0,0.9988515647430376,0.4460423252900226,0.0300595179394549,0.99717651930184,8.161957735183622,4.0,0.020313014224595,0.7859966502385481,0.8305761871078352,0.9485502523678808
351.0,34.0,351.0,34.0,2.0,1.0,0.0,33.0,0.2820512820512821,0.6153866360294451,0.1086314932518745,0.8255787539414298,13.812333208267855,24.0,0.0036869448634154,0.8368452287161922,0.9038408064104188,0.9140094072108852
5000.0,40.0,5000.0,40.0,3.0,0.0,0.0,40.0,0.0116591928251121,0.3625203990175968,0.0433821783301615,0.7181522580709976,40.0,36.0,0.001765,0.8371156064031209,0.8253187125696324,0.8498703058368579
150.0,4.0,150.0,4.0,3.0,0.0,0.0,4.0,0.0,1.0000000000000004,0.1422818586086187,0.6848598447207179,4.0,2.0,0.0016666666666666,0.8647865997797574,0.9538386369965316,0.9478712581297049
101.0,16.0,101.0,16.0,7.0,15.0,0.0,1.0,0.8222222222222222,0.7959760949993935,0.1225967587941563,0.9387449976838876,5.179229898220483,8.0,0.0049504950495049,0.975291845133115,0.964519580796264,0.932012512766481
1000000.0,38.0,1000000.0,38.0,6.0,19.0,19.0,0.0,0.9984291747247108,0.3465073089378659,0.0348223135118901,0.9999999999999986,10.712276329226931,40.0,0.0104151628630218,0.8278581109469231,0.7495792766782715,0.913153020833066
1000000.0,38.0,1000000.0,38.0,6.0,4.0,34.0,0.0,0.9984291747247108,0.4994971547906745,0.015026501063198,0.6122295490583253,6.977002908975632,18.0,0.0077514564905683,0.6913773375985448,0.7442807094270553,0.8603518831594723
1000000.0,36.0,1000000.0,36.0,2.0,34.0,2.0,0.0,0.0437499999999999,0.3616204639589032,0.0334387278522004,0.7117515402782203,11.171081272359755,31.0,0.0151283829130943,0.9108438518175735,0.760015745090341,0.9496875659841304
1000000.0,16.0,1000000.0,16.0,2.0,3.0,13.0,0.0,0.2910399999999999,0.4870279514602827,0.0229079296812702,0.5238581118504297,10.935013260475287,15.0,0.0081753270130805,0.8532094414571443,0.863313248473038,0.9421280753979724
1000000.0,16.0,1000000.0,16.0,26.0,0.0,16.0,0.0,0.0562015754549805,0.5338221292094044,0.0492268368467512,0.5518419588684851,8.663708948355598,14.0,0.003381487854656,0.3287209464654361,0.4806625033547037,0.5465641478947209
1000000.0,25.0,1000000.0,25.0,7.0,4.0,21.0,0.0,0.9850790258998636,0.2441252252021459,0.0218222180609398,0.8335075959203317,19.360721582103995,39.0,0.0197953614066903,0.5928168630377411,0.6021078272313597,0.7888829874804547
1000000.0,18.0,1000000.0,18.0,4.0,9.0,9.0,0.0,0.940889003954898,0.4915161542077221,0.0477761228567938,0.5769389815947419,12.372874312424132,16.0,0.0116653776746584,0.7699118129825356,0.8114733102040504,0.9132222310397689
1000000.0,9.0,1000000.0,9.0,2.0,3.0,6.0,0.0,0.4056459999999999,0.3619490387053982,0.0336023085424362,0.942089229439269,5.819312014726097,26.0,0.0174780324546315,0.6692744656299675,0.7088312315734586,0.7505690452949954
1000000.0,76.0,1000000.0,76.0,10.0,0.0,76.0,0.0,0.0041024514892597,0.1850145543718672,0.0256932331950408,0.3806303214928393,59.4322516962696,68.0,0.0032928955580918,0.7997435347958316,0.7420041165427548,0.8584885387720972
1000000.0,64.0,1000000.0,64.0,10.0,0.0,64.0,0.0,0.0043518277676623,0.1772938843754301,0.0187221060321319,0.2992907586302417,56.663685209097146,58.0,0.0,0.9296474977490732,0.8529833518403139,0.923860940087966
1000000.0,12.0,1000000.0,12.0,6.0,2.0,10.0,0.0,0.6326908184291892,0.0829089478770896,0.0282385435165993,1.0000000000000009,21.000731331003745,157.0,0.0119284836904599,0.5973426647155891,0.3794513632405716,0.7151566009426672
1000000.0,12.0,1000000.0,12.0,6.0,2.0,10.0,0.0,0.6326908184291892,0.0789025941688521,0.0254376170263062,1.0000000000000009,20.911492824907725,158.0,0.0116185765449471,0.6026801522487633,0.3827047860946629,0.7336972486875792
1000000.0,47.0,1000000.0,47.0,10.0,0.0,47.0,0.0,0.0047545167909513,0.4405666753106494,0.0625558626029985,0.8990087171650395,24.94813333088341,31.0,0.0033606721344268,0.7400924101972978,0.7358759072262995,0.8111038427742567
55296.0,9.0,55296.0,9.0,3.0,3.0,6.0,0.0,0.3065451532725766,0.7467053226495284,0.0518101474893804,0.6367711070498344,4.428961172555976,8.0,0.011391566773782,0.4682245858208279,0.5231808911453872,0.555875949800819
1000000.0,22.0,1000000.0,22.0,2.0,4.0,18.0,0.0,0.036596,0.3885404770486556,0.0451740556493324,0.8295538642679606,7.960562689764787,33.0,0.0105484219368774,0.9183910964048684,0.9120812659216784,0.9739163723258784
1000000.0,27.0,1000000.0,27.0,2.0,4.0,23.0,0.0,0.325554,0.1600518736810087,0.1422575672635568,1.000000000000001,6.783894602327472,392.0,0.0051486021705019,0.7816521125820683,0.6353494300852062,0.8321265404544483
1000000.0,22.0,1000000.0,22.0,2.0,2.0,20.0,0.0,0.259306,0.3330472190228287,0.0186977047394684,0.408723531848522,20.418933279766616,20.0,0.0114459123819498,0.7810849177006852,0.7961761088149834,0.8689276421871089
1000000.0,64.0,1000000.0,64.0,10.0,0.0,64.0,0.0,0.0151663405088062,0.3138013609862323,0.0413109071140437,0.8165210793774369,24.42631443759008,51.0,0.0110043312127395,0.9034197427917956,0.8482471672694292,0.9338668633652392
1000000.0,15.0,1000000.0,15.0,2.0,4.0,11.0,0.0,0.109796,0.3429559594613613,0.0211265420235762,0.9818751422502372,6.086588032874366,23.0,0.0340117308396039,0.8384393315855058,0.8295359372564043,0.8848678702832998
295245.0,10.0,295245.0,10.0,5.0,0.0,10.0,0.0,0.9883194823986295,1.0000000000000222,0.0493776060526964,0.8627300550392507,5.607255134194562,9.0,0.0129735568268192,0.6813943442209953,0.6142979241846693,0.7533548888500126
1000000.0,20.0,1000000.0,20.0,2.0,2.0,18.0,0.0,0.399174,0.2617205132705379,0.012205652320507,0.7626834118569626,18.104489338390067,26.0,0.012634988158147,0.6509012056372504,0.6602664264005911,0.729810662138231
1000000.0,16.0,1000000.0,16.0,10.0,0.0,16.0,0.0,0.0463944604824063,0.6836595910551615,0.0876495756705898,0.8090074209541089,7.601280203621683,12.0,0.0029033129276197,0.7828756453721891,0.8665789607341953,0.9093022898148788
